From;To;Count
0;6;1
1;3;1
1;4;1
2;2;1
2;3;1
2;4;6
2;5;4
3;1;1
3;2;3
3;3;7
3;4;37
3;5;11
3;6;1
4;1;1
4;2;3
4;3;36
4;4;465
4;5;293
4;6;26
4;7;2
5;2;3
5;3;13
5;4;280
5;5;1619
5;6;362
5;7;2
6;0;1
6;2;2
6;3;2
6;4;36
6;5;352
6;6;996
6;7;17
7;4;1
7;5;1
7;6;20
7;7;12
